"channel","pitch","tick_on","tick_off","dur_ticks","velocity"
0,76,167761,167881,120,63
0,76,168001,168120,119,63
0,76,168240,168360,120,62
0,76,168480,168601,121,60
0,76,168721,168840,119,59
0,76,175440,175621,181,51
0,76,176640,176880,240,47
0,76,183360,183840,480,46
0,76,186241,186600,359,60
0,76,186640,186680,40,54
0,76,186720,186841,121,60
0,76,187920,188040,120,54
0,76,190441,190561,120,43
0,76,193920,194281,361,60
0,76,194320,194360,40,54
0,76,194401,194520,119,60
0,76,195600,195720,120,54
0,76,198120,198240,120,43
0,76,203400,203520,120,53
0,76,203640,203760,120,53
0,76,204241,204360,119,59
0,76,204600,204722,122,53
0,76,205200,205320,120,59
0,76,205560,205680,120,53
0,76,206040,206160,120,54
0,76,206641,206760,119,64
0,76,206880,207000,120,64
0,76,207600,207721,121,65
0,76,207840,207961,121,64
0,76,208680,208800,120,59
0,76,209640,209761,121,64
0,76,211921,212040,119,62
0,76,212400,212520,120,62
0,76,214080,214201,121,67
0,76,214321,214441,120,65
0,76,216000,216132,132,63
0,76,216480,216612,132,68
0,76,218281,218412,131,56
0,76,218640,218773,133,57
0,76,220201,220332,131,58
0,76,220560,220692,132,58
0,76,220920,221040,120,63
0,76,221880,222001,121,59
0,76,222721,222811,90,84
0,76,222960,223050,90,60
0,76,223200,223290,90,60
0,76,223441,223531,90,60
0,76,223681,224101,420,60
0,76,224281,224401,120,40
0,76,228240,228480,240,42
0,76,229200,229440,240,45
0,76,231360,231600,240,47
0,76,235921,236041,120,42
0,76,236880,237120,240,40
0,76,240960,241081,121,55
0,76,253441,253801,360,68
0,76,254280,254400,120,58
0,76,254881,254940,59,55
0,76,255001,255060,59,56
0,76,255120,255201,81,56
0,76,255280,255361,81,48
0,76,258240,258480,240,50
0,76,261120,261480,360,70
0,76,261960,262080,120,63
0,76,262561,262620,59,60
0,76,262680,262740,60,61
0,76,262800,262881,81,61
0,76,262960,263041,81,52
0,76,264241,264374,133,54
0,76,270000,270134,134,54
0,76,274440,274561,121,44
0,76,274681,274800,119,46
0,76,277440,277921,481,59
0,76,278520,278641,121,53
0,76,281041,281160,119,54
0,76,281400,281521,121,51
0,76,281881,282000,119,53
0,76,283081,283200,119,59
0,76,284041,284160,119,59
0,76,284640,284880,240,64
0,76,286800,286920,120,42
0,76,287040,287281,241,47
0,77,5760,6000,240,54
0,77,80640,80880,240,54
0,77,154562,154800,238,47
0,77,173760,174241,481,40
0,77,229440,229681,241,50
0,77,235681,235801,120,45
0,77,236400,236640,240,42
0,77,268800,269040,240,54
0,78,1082,1212,130,55
0,78,1320,1452,132,54
0,78,1680,1813,133,55
0,78,4321,4800,479,45
0,78,5041,5160,119,44
0,78,6000,6240,240,45
0,78,6842,6972,130,55
0,78,7081,7212,131,54
0,78,7440,7573,133,55
0,78,10081,10560,479,45
0,78,10801,10920,119,44
0,78,11280,11400,120,44
0,78,12480,12568,88,47
0,78,12640,12728,88,48
0,78,12799,12888,89,48
0,78,12959,13048,89,48
0,78,13119,13207,88,44
0,78,17040,17172,132,48
0,78,18240,18361,121,50
0,78,19200,19320,120,54
0,78,19560,19693,133,49
0,78,20761,20894,133,55
0,78,21241,21373,132,48
0,78,21720,21853,133,47
0,78,22441,22572,131,51
0,78,24601,24732,131,47
0,78,26521,26652,131,56
0,78,27360,27481,121,74
0,78,27601,27720,119,64
0,78,28321,28442,121,77
0,78,28560,28680,120,64
0,78,32160,32400,240,44
0,78,39120,39181,61,40
0,78,39840,39960,120,44
0,78,44640,44760,120,50
0,78,46561,46680,119,50
0,78,53760,54120,360,50
0,78,54161,54201,40,45
0,78,54240,54360,120,50
0,78,55440,55680,240,45
0,78,57960,58080,120,53
0,78,61440,61801,361,50
0,78,61840,61880,40,45
0,78,61921,62040,119,50
0,78,63121,63360,239,45
0,78,65640,65760,120,53
0,78,75961,76093,132,55
0,78,76200,76332,132,54
0,78,76560,76693,133,55
0,78,79201,79680,479,45
0,78,79920,80040,120,44
0,78,80880,81121,241,45
0,78,81720,81852,132,55
0,78,81962,82092,130,54
0,78,82320,82453,133,55
0,78,84961,85440,479,45
0,78,85680,85800,120,44
0,78,86160,86281,121,44
0,78,87360,87448,88,47
0,78,87520,87608,88,48
0,78,87679,87767,88,48
0,78,87839,87928,89,48
0,78,87999,88087,88,44
0,78,91922,92054,132,48
0,78,93122,93240,118,50
0,78,94080,94200,120,54
0,78,94440,94572,132,49
0,78,95640,95772,132,55
0,78,96121,96252,131,48
0,78,96600,96733,133,47
0,78,97320,97452,132,51
0,78,99480,99612,132,47
0,78,101400,101533,133,56
0,78,102240,102360,120,74
0,78,102480,102601,121,64
0,78,103200,103322,122,77
0,78,103440,103560,120,64
0,78,107040,107280,240,44
0,78,114000,114062,62,40
0,78,114720,114840,120,44
0,78,119520,119640,120,50
0,78,121440,121561,121,50
0,78,128640,129001,361,50
0,78,129040,129080,40,45
0,78,129121,129240,119,50
0,78,130321,130560,239,45
0,78,132840,132960,120,53
0,78,136320,136680,360,50
0,78,136721,136761,40,45
0,78,136800,136920,120,50
0,78,138000,138240,240,45
0,78,140520,140640,120,53
0,78,150480,150602,122,42
0,78,150720,150960,240,51
0,78,154800,154921,121,43
0,78,155521,156480,959,57
0,78,157681,157800,119,43
0,78,157920,158161,241,47
0,78,162000,162241,241,43
0,78,164161,164640,479,51
0,78,165120,165240,120,47
0,78,165361,165480,119,48
0,78,165601,165720,119,51
0,78,165840,165960,120,52
0,78,166080,166200,120,55
0,78,166320,166441,121,57
0,78,166560,166681,121,58
0,78,166800,166920,120,60
0,78,173521,173700,179,46
0,78,174960,175140,180,52
0,78,175200,175440,240,59
0,78,186600,186640,40,54
0,78,186961,187080,119,56
0,78,187680,187920,240,56
0,78,194281,194320,39,54
0,78,194640,194760,120,56
0,78,195360,195600,240,56
0,78,204121,204241,120,54
0,78,204480,204600,120,59
0,78,205081,205200,119,54
0,78,205440,205560,120,59
0,78,206160,206281,121,64
0,78,206522,206641,119,58
0,78,207000,207120,120,59
0,78,207481,207600,119,67
0,78,207961,208080,119,65
0,78,208560,208680,120,67
0,78,208800,208921,121,67
0,78,209520,209640,120,65
0,78,209761,209880,119,67
0,78,210960,211080,120,62
0,78,211440,211561,121,62
0,78,212160,212280,120,67
0,78,212642,212761,119,67
0,78,213000,213121,121,57
0,78,213240,213360,120,59
0,78,213480,213600,120,58
0,78,213721,213840,119,59
0,78,213960,214080,120,59
0,78,214441,214561,120,60
0,78,214680,214802,122,60
0,78,215881,216013,132,65
0,78,216120,216252,132,64
0,78,216362,216492,130,70
0,78,218521,218652,131,57
0,78,220441,220572,131,58
0,78,221281,221401,120,74
0,78,221520,221640,120,64
0,78,222241,222360,119,77
0,78,222480,222601,121,64
0,78,224162,224281,119,42
0,78,224401,224520,119,40
0,78,226560,226801,241,48
0,78,228000,228240,240,45
0,78,229681,229920,239,46
0,78,230400,231122,722,51
0,78,231240,231360,120,42
0,78,231600,231721,121,42
0,78,234240,234481,241,48
0,78,235081,235141,60,37
0,78,240000,240120,120,46
0,78,241920,242040,120,56
0,78,243840,244320,480,41
0,78,249120,249601,481,46
0,78,252961,253441,480,59
0,78,254160,254280,120,58
0,78,254940,255001,61,49
0,78,255060,255120,60,50
0,78,260640,261120,480,64
0,78,261842,261960,118,63
0,78,262620,262680,60,53
0,78,262740,262800,60,55
0,78,264120,264252,132,55
0,78,264361,264492,131,54
0,78,264720,264853,133,55
0,78,267361,267840,479,45
0,78,268081,268200,119,44
0,78,269040,269280,240,45
0,78,269880,270012,132,55
0,78,270122,270252,130,54
0,78,270480,270613,133,55
0,78,273121,273600,479,45
0,78,273840,273960,120,44
0,78,274320,274440,120,44
0,78,274800,274920,120,48
0,78,276480,276961,481,59
0,78,278641,278760,119,54
0,78,280321,280440,119,61
0,78,280920,281041,121,51
0,78,281521,281641,120,54
0,78,281760,281881,121,57
0,78,282600,282721,121,58
0,78,282840,282961,121,60
0,78,283560,283680,120,58
0,78,283801,283921,120,60
0,78,285120,285361,241,64
0,78,286320,286441,121,43
0,78,286561,286800,239,47
0,79,960,1094,134,66
0,79,1561,1693,132,55
0,79,1800,1932,132,55
0,79,4920,5041,121,44
0,79,5160,5281,121,44
0,79,5520,5581,61,46
0,79,6720,6852,132,66
0,79,7321,7453,132,55
0,79,7561,7692,131,55
0,79,10680,10801,121,44
0,79,10920,11042,122,44
0,79,11161,11280,119,44
0,79,12562,12649,87,43
0,79,12722,12808,86,43
0,79,12880,12968,88,44
0,79,13040,13127,87,44
0,79,16320,16408,88,47
0,79,16480,16569,89,48
0,79,16639,16727,88,48
0,79,16799,16888,89,48
0,79,16959,17047,88,44
0,79,19680,19812,132,50
0,79,20640,20773,133,56
0,79,21840,21972,132,49
0,79,22320,22452,132,53
0,79,24000,24132,132,55
0,79,24242,24373,131,46
0,79,24480,24613,133,56
0,79,25921,26052,131,65
0,79,26162,26292,130,54
0,79,26400,26533,133,69
0,79,75841,75973,132,66
0,79,76441,76572,131,55
0,79,76681,76812,131,55
0,79,79800,79920,120,44
0,79,80040,80162,122,44
0,79,80400,80460,60,46
0,79,81601,81733,132,66
0,79,82202,82333,131,55
0,79,82440,82572,132,55
0,79,85560,85680,120,44
0,79,85800,85922,122,44
0,79,86041,86160,119,44
0,79,87442,87529,87,43
0,79,87602,87688,86,43
0,79,87760,87848,88,44
0,79,87920,88007,87,44
0,79,91200,91290,90,47
0,79,91360,91448,88,48
0,79,91520,91607,87,48
0,79,91680,91767,87,48
0,79,91841,91927,86,44
0,79,94560,94692,132,50
0,79,95520,95652,132,56
0,79,96721,96852,131,49
0,79,97201,97332,131,53
0,79,98880,99013,133,55
0,79,99121,99254,133,46
0,79,99361,99492,131,56
0,79,100801,100932,131,65
0,79,101040,101172,132,54
0,79,101280,101412,132,70
0,79,150000,150120,120,43
0,79,150240,150480,240,47
0,79,154320,154562,242,43
0,79,156480,156960,480,51
0,79,157440,157681,241,47
0,79,162960,163200,240,43
0,79,173040,173220,180,47
0,79,173280,173521,241,51
0,79,174720,174960,240,59
0,79,187440,187560,120,54
0,79,195121,195241,120,54
0,79,204360,204480,120,53
0,79,205320,205440,120,53
0,79,206400,206522,122,64
0,79,207120,207241,121,64
0,79,207360,207481,121,69
0,79,208080,208201,121,67
0,79,208440,208560,120,60
0,79,208921,209041,120,61
0,79,209400,209520,120,66
0,79,209880,210001,121,61
0,79,211200,211320,120,67
0,79,211681,211800,119,67
0,79,214561,214680,119,70
0,79,214802,214920,118,65
0,79,215760,215893,133,66
0,79,216240,216374,134,67
0,79,217921,218052,131,66
0,79,218162,218292,130,56
0,79,218400,218533,133,66
0,79,219841,219973,132,68
0,79,220080,220212,132,56
0,79,220320,220452,132,70
0,79,224101,224162,61,41
0,79,224520,224640,120,40
0,79,226801,227041,240,42
0,79,227280,227521,241,40
0,79,227762,228000,238,42
0,79,230160,230400,240,47
0,79,231122,231240,118,44
0,79,231840,231960,120,44
0,79,234481,234720,239,42
0,79,235020,235081,61,37
0,79,235141,235201,60,37
0,79,235442,235561,119,42
0,79,236161,236400,239,45
0,79,240960,241081,121,62
0,79,241200,241320,120,55
0,79,241440,241560,120,64
0,79,241681,241800,119,55
0,79,242880,243000,120,59
0,79,243121,243241,120,55
0,79,243361,243481,120,62
0,79,243602,243720,118,55
0,79,248640,249120,480,47
0,79,252480,252961,481,60
0,79,254040,254160,120,58
0,79,260161,260640,479,66
0,79,261720,261842,122,63
0,79,264001,264132,131,66
0,79,264602,264732,130,55
0,79,264840,264972,132,55
0,79,267960,268081,121,44
0,79,268200,268322,122,44
0,79,268560,268620,60,46
0,79,269761,269893,132,66
0,79,270362,270493,131,55
0,79,270600,270732,132,55
0,79,273720,273840,120,44
0,79,273960,274082,122,44
0,79,274201,274320,119,44
0,79,274920,275040,120,49
0,79,276360,276480,120,54
0,79,277921,278160,239,54
0,79,278760,278880,120,55
0,79,280200,280321,121,54
0,79,280440,280560,120,51
0,79,280800,280920,120,58
0,79,281641,281760,119,54
0,79,282961,283081,120,66
0,79,283921,284041,120,66
0,79,284640,284880,240,64
0,79,286080,286320,240,47
0,80,31921,32160,239,42
0,80,39601,39720,119,42
0,80,49440,49560,120,63
0,80,54120,54161,41,45
0,80,54481,54601,120,47
0,80,55200,55440,240,47
0,80,61801,61840,39,45
0,80,62162,62280,118,47
0,80,62880,63121,241,47
0,80,69600,69841,241,75
0,80,106802,107040,238,42
0,80,114481,114600,119,42
0,80,124320,124440,120,63
0,80,129001,129040,39,45
0,80,129362,129480,118,47
0,80,130080,130321,241,47
0,80,136680,136721,41,45
0,80,137041,137161,120,47
0,80,137760,138000,240,47
0,80,144480,144720,240,75
0,80,224640,224880,240,45
0,80,232081,232200,119,47
0,80,232320,232560,240,45
0,80,237840,238081,241,46
0,80,238081,239040,959,49
0,80,240241,240360,119,47
0,80,240720,240840,120,53
0,80,242161,242280,119,51
0,80,242641,242760,119,51
0,80,280560,280681,121,54
0,81,1440,1573,133,65
0,81,1920,2400,480,62
0,81,2880,2940,60,50
0,81,3840,4321,481,54
0,81,4800,4920,120,50
0,81,5281,5340,59,49
0,81,7200,7333,133,65
0,81,7680,8160,480,62
0,81,8642,8700,58,50
0,81,9600,10081,481,54
0,81,10560,10680,120,50
0,81,11042,11161,119,50
0,81,16402,16489,87,43
0,81,16562,16648,86,43
0,81,16720,16808,88,44
0,81,16880,16967,87,44
0,81,19800,19932,132,51
0,81,20520,20654,134,56
0,81,21960,22093,133,51
0,81,22200,22332,132,54
0,81,24120,24252,132,46
0,81,26040,26173,133,54
0,81,27481,27601,120,64
0,81,28442,28560,118,64
0,81,29041,29131,90,74
0,81,29282,29371,89,74
0,81,29521,29612,91,74
0,81,29761,30180,419,74
0,81,31680,31921,241,46
0,81,39360,39480,120,46
0,81,48721,48840,119,57
0,81,49200,49320,120,58
0,81,49920,50401,481,60
0,81,54961,55200,239,45
0,81,62640,62880,240,45
0,81,70080,70321,241,75
0,81,76320,76453,133,65
0,81,76800,77280,480,62
0,81,77762,77820,58,50
0,81,78720,79201,481,54
0,81,79680,79800,120,50
0,81,80162,80220,58,49
0,81,82080,82212,132,65
0,81,82560,83040,480,62
0,81,83520,83580,60,50
0,81,84480,84961,481,54
0,81,85440,85560,120,50
0,81,85922,86041,119,50
0,81,91280,91369,89,43
0,81,91441,91529,88,43
0,81,91599,91687,88,44
0,81,91759,91848,89,44
0,81,94680,94812,132,51
0,81,95400,95533,133,56
0,81,96841,96972,131,51
0,81,97080,97213,133,54
0,81,99001,99132,131,46
0,81,100920,101053,133,54
0,81,102360,102480,120,64
0,81,103322,103440,118,64
0,81,103921,104010,89,74
0,81,104161,104251,90,74
0,81,104402,104492,90,74
0,81,104640,105060,420,74
0,81,106561,106802,241,46
0,81,114240,114360,120,46
0,81,123600,123720,120,57
0,81,124080,124200,120,58
0,81,124800,125281,481,60
0,81,129840,130080,240,45
0,81,137521,137760,239,45
0,81,144960,145201,241,75
0,81,149760,150000,240,47
0,81,155281,155521,240,43
0,81,171960,172080,120,57
0,81,172201,172320,119,57
0,81,172440,172560,120,55
0,81,172680,172800,120,52
0,81,172800,173040,240,51
0,81,187201,187440,239,60
0,81,194880,195121,241,60
0,81,206281,206400,119,58
0,81,207241,207360,119,58
0,81,208321,208440,119,67
0,81,209041,209160,119,67
0,81,209280,209400,120,67
0,81,210001,210121,120,67
0,81,210482,210600,118,62
0,81,212040,212160,120,57
0,81,212280,212400,120,57
0,81,212520,212642,122,57
0,81,212761,212880,119,57
0,81,214920,215040,120,60
0,81,215640,215772,132,66
0,81,218040,218173,133,56
0,81,219960,220092,132,56
0,81,221401,221520,119,64
0,81,222360,222480,120,64
0,81,222960,223050,90,74
0,81,223200,223290,90,74
0,81,223441,223531,90,74
0,81,223681,224101,420,74
0,81,224880,225121,241,42
0,81,225361,225601,240,40
0,81,226320,226560,240,42
0,81,227521,227762,241,45
0,81,230100,230160,60,42
0,81,232560,232800,240,42
0,81,233041,233280,239,40
0,81,234001,234121,120,42
0,81,234961,235020,59,40
0,81,235201,235321,120,45
0,81,239040,239280,240,42
0,81,240120,240241,121,44
0,81,240360,240480,120,43
0,81,240600,240720,120,47
0,81,240840,240960,120,53
0,81,241081,241200,119,53
0,81,241320,241440,120,52
0,81,241560,241681,121,51
0,81,241800,241920,120,49
0,81,242040,242161,121,49
0,81,242280,242401,121,47
0,81,242520,242641,121,47
0,81,242760,242880,120,53
0,81,243000,243121,121,50
0,81,243241,243361,120,52
0,81,243481,243602,121,49
0,81,243720,243840,120,49
0,81,245521,245641,120,58
0,81,248160,248640,480,50
0,81,250041,250082,41,45
0,81,251520,251760,240,50
0,81,252001,252480,479,60
0,81,253921,254040,119,60
0,81,259680,260161,481,66
0,81,261600,261720,120,66
0,81,264480,264614,134,65
0,81,264961,265440,479,62
0,81,265920,265981,61,50
0,81,266880,267361,481,54
0,81,267840,267960,120,50
0,81,268322,268380,58,49
0,81,270240,270372,132,65
0,81,270720,271200,480,62
0,81,271680,271740,60,50
0,81,272640,273121,481,54
0,81,273600,273720,120,50
0,81,274082,274201,119,50
0,81,275040,275162,122,50
0,81,276961,277200,239,54
0,81,278880,279000,120,56
0,81,280081,280200,119,54
0,81,280681,280800,119,54
0,81,282721,282840,119,66
0,81,283680,283801,121,66
0,82,174720,175680,960,59
0,82,233761,233881,120,44
0,83,3121,3181,60,45
0,83,8880,8941,61,45
0,83,19921,20054,133,52
0,83,20400,20532,132,56
0,83,22081,22212,131,53
0,83,48960,49081,121,63
0,83,54720,54961,241,50
0,83,62400,62640,240,50
0,83,78000,78061,61,45
0,83,83761,83821,60,45
0,83,94800,94934,134,52
0,83,95282,95412,130,56
0,83,96961,97092,131,53
0,83,123840,123961,121,63
0,83,129600,129840,240,50
0,83,137280,137521,241,50
0,83,170040,170161,121,50
0,83,170281,170400,119,51
0,83,170522,170641,119,55
0,83,170760,170881,121,55
0,83,171000,171121,121,57
0,83,171241,171361,120,57
0,83,171480,171600,120,57
0,83,171720,171840,120,57
0,83,174480,174661,181,46
0,83,175680,176640,960,61
0,83,208201,208321,120,60
0,83,209160,209280,120,60
0,83,210241,210361,120,67
0,83,210720,210840,120,67
0,83,211080,211200,120,56
0,83,211320,211440,120,57
0,83,211561,211681,120,57
0,83,211800,211921,121,58
0,83,215040,215172,132,59
0,83,215521,215652,131,65
0,83,226080,226320,240,44
0,83,240480,240600,120,50
0,83,242401,242520,119,54
0,83,249601,249960,359,50
0,83,250000,250040,40,45
0,83,250080,250201,121,50
0,83,251280,251400,120,45
0,83,253801,253921,120,53
0,83,261480,261600,120,58
0,83,266161,266221,60,45
0,83,271921,271981,60,45
0,83,275162,275280,118,51
0,83,276000,276121,121,49
0,83,279000,279120,120,56
0,83,279960,280081,121,51
0,84,210121,210241,120,60
0,84,233520,233641,121,42
0,85,3361,3422,61,45
0,85,9121,9181,60,45
0,85,20040,20173,133,53
0,85,20280,20414,134,56
0,85,78241,78302,61,45
0,85,84001,84062,61,45
0,85,94922,95053,131,53
0,85,95160,95292,132,56
0,85,168120,168240,120,57
0,85,168360,168480,120,57
0,85,168601,168721,120,55
0,85,168840,168960,120,52
0,85,169081,169200,119,44
0,85,169321,169440,119,44
0,85,169561,169680,119,47
0,85,169802,169920,118,47
0,85,174000,174180,180,47
0,85,174241,174480,239,51
0,85,215161,215293,132,60
0,85,215400,215532,132,64
0,85,225842,226080,238,42
0,85,245280,245400,120,63
0,85,249960,250000,40,45
0,85,250321,250441,120,47
0,85,251040,251280,240,47
0,85,266401,266461,60,45
0,85,272161,272221,60,45
0,85,275280,275400,120,53
0,85,279120,279240,120,57
0,85,279600,279721,121,55
0,85,279840,279960,120,63
0,85,284640,284880,240,75
0,86,3602,3660,58,45
0,86,9360,9421,61,45
0,86,20161,20292,131,55
0,86,78480,78541,61,45
0,86,84240,84301,61,45
0,86,95041,95173,132,55
0,86,165240,165361,121,44
0,86,165480,165601,121,44
0,86,165720,165840,120,47
0,86,165960,166080,120,47
0,86,166200,166320,120,50
0,86,166441,166560,119,51
0,86,166681,166800,119,55
0,86,166920,167040,120,55
0,86,167160,167281,121,57
0,86,167400,167520,120,57
0,86,167641,167761,120,57
0,86,167881,168001,120,57
0,86,173760,174000,240,51
0,86,210361,210482,121,57
0,86,210600,210720,120,57
0,86,210840,210960,120,56
0,86,215280,215414,134,61
0,86,225601,225842,241,46
0,86,233280,233400,120,46
0,86,244561,244680,119,57
0,86,245040,245160,120,58
0,86,245761,246240,479,60
0,86,250800,250920,120,45
0,86,266640,266700,60,45
0,86,272400,272461,61,45
0,86,275400,275510,110,54
0,86,275521,276000,479,58
0,86,279240,279360,120,60
0,86,279480,279600,120,55
0,86,279721,279840,119,55
0,86,285120,285361,241,75
0,88,244801,244920,119,63
0,88,250561,250800,239,50
0,88,279360,279480,120,63
